,Density,Molar Volume,Freely Rotatable Bonds,H Acceptors,H Donors,Molecular Weight,Polar Surface Area,Boiling Point
1432,1.305,169.4,3.0,5.0,1.0,221.21,83.1,384.5
1433,,,1.0,1.0,0.0,354.03,23.8,432.0
1434,1.39,191.0,1.0,6.0,0.0,267.24,87.9,553.1
1435,1.31,170.2,1.0,3.0,0.0,223.66,29.5,312.4
1436,0.955,178.1,3.0,2.0,1.0,170.28,37.3,224.8
1437,1.145,201.8,2.0,3.0,1.0,231.29,30.5,364.0
1438,1.091,144.0,1.0,1.0,1.0,157.21,15.8,310.0
1439,1.22,183.6,3.0,4.0,2.0,224.25,58.9,340.6
1440,1.411,184.3,3.0,5.0,1.0,260.22,74.9,320.1
1441,1.28,130.5,2.0,5.0,3.0,167.17,74.0,502.0
1442,1.439,89.0,2.0,2.0,1.0,128.15,65.5,206.4
1443,1.439,261.4,6.0,8.0,0.0,376.39,118.0,544.4
1444,1.712,241.7,1.0,2.0,0.0,414.09,25.8,533.4
1445,1.4,291.4,4.0,6.0,1.0,408.47,84.1,
1446,1.138,306.1,12.0,6.0,0.0,348.39,78.9,427.3
1447,1.381,192.3,2.0,1.0,1.0,265.74,44.1,361.8
1448,1.279,265.0,6.0,4.0,0.0,339.15,62.4,405.8
1449,1.72,162.2,5.0,8.0,2.0,279.25,113.0,598.8
1450,,,,,,,,
1451,1.053,119.7,1.0,3.0,0.0,126.16,29.3,
1452,1.21,266.2,4.0,1.0,0.0,324.38,51.1,467.6
1453,1.389,224.0,7.0,6.0,2.0,311.29,103.0,530.5
1454,1.19,212.7,1.0,3.0,0.0,253.3,39.1,408.4
1455,1.146,268.8,4.0,4.0,1.0,308.38,49.4,534.9
1456,1.7,185.6,4.0,6.0,3.0,317.14,91.4,518.3
1457,0.89,297.0,6.0,1.0,0.0,264.48,9.23,319.8
1458,1.504,343.9,5.0,6.0,0.0,517.36,74.8,738.8
1459,1.29,346.0,0.0,4.0,0.0,446.61,129.0,691.0
1460,1.18,163.7,3.0,5.0,0.0,194.19,59.0,301.7
1461,1.418,210.9,4.0,6.0,2.0,299.34,103.0,511.9
1462,1.467,169.4,1.0,3.0,0.0,248.59,38.9,259.6
1463,1.445,174.5,2.0,3.0,2.0,252.27,53.6,486.9
1464,1.38,213.7,2.0,3.0,0.0,295.34,58.4,
1465,1.379,221.3,3.0,7.0,0.0,305.28,82.1,458.4
1466,1.3,192.0,3.0,1.0,0.0,250.13,4.93,341.7
1467,1.193,404.9,10.0,5.0,0.0,483.44,61.8,507.4
1468,1.25,324.0,7.0,8.0,0.0,406.43,89.5,488.2
1469,1.34,278.2,1.0,4.0,0.0,375.46,30.9,519.9
1470,1.589,341.3,9.0,10.0,6.0,542.49,174.0,949.9
1471,1.42,237.5,1.0,5.0,0.0,337.76,53.0,512.2
1472,1.48,227.7,3.0,3.0,1.0,337.23,70.2,
1473,1.29,301.6,8.0,9.0,0.0,391.37,121.0,496.7
1474,,,,,,,,
1475,1.295,198.5,4.0,4.0,1.0,257.23,55.4,283.6
1476,1.248,248.6,3.0,2.0,0.0,310.35,34.1,527.9
1477,1.2,190.5,2.0,4.0,0.0,230.26,53.3,483.0
1478,1.48,290.3,4.0,9.0,1.0,432.42,125.0,628.3
1479,0.847,303.7,5.0,2.0,0.0,257.52,12.5,286.1
1480,1.71,201.0,3.0,9.0,4.0,345.32,154.0,772.8
1481,1.77,115.3,1.0,4.0,0.0,205.01,47.6,361.1
1482,1.34,144.4,2.0,5.0,0.0,194.19,53.4,333.4
1483,1.37,204.3,1.0,7.0,1.0,280.28,77.1,
1484,1.5464,158.0,2.0,1.0,0.0,241.87,26.9,
1485,1.42,143.5,3.0,3.0,1.0,204.27,100.0,357.7
1486,1.25,175.3,3.0,1.0,0.0,219.23,38.2,252.9
1487,1.612,269.8,4.0,3.0,1.0,435.25,57.5,423.8
1488,1.35,236.9,6.0,9.0,1.0,321.33,106.0,
1489,1.03,485.3,9.0,5.0,0.0,501.81,67.6,528.9
1490,1.085,267.5,5.0,4.0,0.0,290.35,44.8,385.1
1491,1.005,344.4,4.0,1.0,0.0,346.54,9.23,334.2
1492,1.333,222.2,3.0,4.0,2.0,296.32,74.6,554.9
1493,1.2,289.5,6.0,5.0,2.0,348.43,79.9,411.8
1494,1.17,266.8,4.0,4.0,1.0,312.36,51.8,333.7
1495,1.175,346.1,8.0,5.0,1.0,406.81,64.6,421.5
1496,1.41,165.1,4.0,6.0,2.0,233.22,86.7,
1497,,,4.0,4.0,0.0,424.18,31.9,436.8
1498,1.56,247.3,0.0,0.0,0.0,388.2,0.0,264.3
1499,1.22,193.7,4.0,5.0,4.0,237.33,97.8,394.7
1500,2.31,242.2,9.0,13.0,8.0,560.18,224.0,
1501,1.04,259.7,9.0,2.0,1.0,270.37,37.3,422.2
1502,1.045,244.2,8.0,3.0,1.0,255.36,37.8,423.4
1503,1.54,290.5,13.0,12.0,6.0,448.42,177.0,703.7
1504,1.69,216.0,3.0,2.0,0.0,366.12,17.8,400.4
1505,1.364,140.3,1.0,2.0,0.0,191.61,30.0,343.4
1506,1.43,189.9,2.0,4.0,1.0,272.3,82.2,
1507,1.821,378.7,4.0,0.0,0.0,690.03,0.0,538.8
1508,1.35,421.4,5.0,11.0,0.0,572.6,148.0,695.2
1509,1.24,122.5,2.0,4.0,1.0,153.14,55.4,355.5
1510,1.47,199.1,1.0,5.0,1.0,293.27,68.4,609.2
1511,1.42,192.2,2.0,3.0,1.0,274.16,33.6,
1512,1.2,220.1,6.0,4.0,2.0,264.32,58.9,421.0
1513,1.355,255.4,6.0,7.0,2.0,346.33,94.5,590.7
1514,1.95,329.2,5.0,3.0,0.0,643.02,62.7,624.4
1515,0.993,171.3,4.0,3.0,0.0,170.21,43.4,252.7
1516,1.41,242.5,4.0,7.0,0.0,342.37,111.0,533.1
1517,1.207,330.6,6.0,3.0,0.0,399.41,39.2,483.3
1518,1.186,211.8,5.0,4.0,1.0,251.25,55.4,419.2
1519,1.142,227.8,5.0,5.0,0.0,260.29,53.5,409.1
1520,0.99,279.1,5.0,3.0,0.0,277.43,39.2,337.1
1521,1.7,195.7,3.0,9.0,0.0,333.69,122.0,
1522,1.616,250.6,3.0,4.0,0.0,405.19,52.3,469.9
1523,1.37,220.0,4.0,6.0,0.0,302.35,85.6,564.8
1524,1.28,214.6,2.0,4.0,0.0,276.34,50.5,444.5
1525,1.529,152.4,2.0,4.0,1.0,233.2,57.6,380.2
1526,1.23,152.8,0.0,2.0,0.0,188.22,34.1,387.1
1527,1.41,199.8,5.0,7.0,2.0,283.28,105.0,442.9
1528,1.77,171.4,2.0,6.0,0.0,304.32,101.0,467.6
1529,1.462,267.4,4.0,5.0,0.0,391.21,54.0,505.2
1530,1.26,125.4,0.0,3.0,0.0,158.16,49.8,298.9
1531,1.63,206.1,2.0,5.0,2.0,336.72,88.8,
1532,2.015,186.6,1.0,2.0,0.0,376.09,82.3,384.3
1533,1.109,213.3,3.0,2.0,1.0,236.74,35.8,380.7
1534,1.22,206.1,2.0,2.0,0.0,253.22,22.0,384.4
1535,1.19,255.7,5.0,5.0,0.0,305.37,48.0,424.0
1536,1.18,130.6,2.0,2.0,0.0,155.22,44.6,209.8
1537,1.62,210.8,5.0,8.0,1.0,343.32,150.0,530.2
1538,1.392,143.0,6.0,6.0,3.0,199.16,104.0,591.3
1539,1.3,191.4,3.0,4.0,1.0,250.32,73.7,370.3
1540,1.366,254.8,5.0,6.0,2.0,348.35,84.2,631.5
1541,1.335,178.3,2.0,5.0,1.0,238.25,71.5,496.0
1542,1.68,275.7,5.0,8.0,2.0,464.27,117.0,503.0
1543,1.38,178.4,2.0,5.0,0.0,247.27,99.3,
1544,0.961,192.7,2.0,1.0,0.0,185.27,23.8,314.9
1545,1.524,375.4,12.0,11.0,5.0,572.52,180.0,959.7
1546,,,,,,,,
1547,0.931,191.4,4.0,2.0,1.0,178.27,24.9,242.1
1548,,,,,,,,
1549,,,,,,,,
1550,1.329,201.7,3.0,4.0,1.0,268.26,55.8,479.4
1551,1.96414,121.8,0.0,0.0,0.0,235.9,0.0,220.0
1552,1.18,151.2,4.0,3.0,1.0,168.19,38.7,298.0
1553,1.5805,141.3,2.0,0.0,0.0,130.19,0.0,
1554,1.1499,166.6,1.0,0.0,0.0,188.65,0.0,274.0
1555,1.617,152.1,0.0,1.0,1.0,246.1,15.8,160.0
1556,1.15,110.8,0.0,1.0,0.0,127.57,12.9,115.0
1557,1.2377,131.4,1.0,0.0,0.0,158.65,25.3,
1558,1.13,156.5,1.0,1.0,0.0,177.63,4.93,264.6
1559,1.23,380.1,4.0,7.0,0.0,470.56,92.0,592.1
1560,1.1,524.0,6.0,6.0,3.0,576.76,88.4,671.9
1561,1.209,297.9,3.0,0.0,0.0,360.37,0.0,463.5
1562,1.13,134.4,0.0,1.0,0.0,153.18,23.8,307.4
1563,1.11,118.7,0.0,2.0,0.0,132.16,17.3,
1564,1.212,146.1,3.0,3.0,2.0,177.2,49.3,366.3
1565,1.058,126.7,1.0,0.0,0.0,134.15,0.0,95.5
1566,1.515,230.5,1.0,6.0,1.0,349.34,60.4,598.4
1567,1.383,234.3,4.0,6.0,0.0,324.28,86.7,524.5
1568,1.012,237.3,10.0,4.0,0.0,240.3,52.6,332.9
1569,1.291,252.6,3.0,5.0,2.0,326.34,76.0,552.2
1570,1.027,224.0,4.0,2.0,0.0,230.3,26.3,319.9
1571,1.12,275.6,1.0,2.0,0.0,310.43,34.1,465.4
1572,1.8,640.2,25.0,24.0,19.0,1153.01,431.0,
1573,1.663,169.5,3.0,4.0,1.0,282.09,59.2,434.2
1574,1.01,196.1,5.0,4.0,0.0,199.33,39.9,255.2
1575,0.921,236.9,4.0,1.0,0.0,218.37,9.23,60.0
1576,1.723,93.4,0.0,2.0,1.0,161.0,28.7,271.6
1577,1.281,186.6,3.0,4.0,3.0,239.27,63.9,501.3
1578,1.3,181.6,4.0,5.0,1.0,236.22,65.0,460.4
1579,1.368,235.5,3.0,2.0,0.0,322.2,18.5,275.4
1580,1.414,212.2,7.0,6.0,4.0,300.31,98.7,676.9
1581,1.28,460.6,14.0,10.0,0.0,590.62,124.0,633.3
1582,1.676,163.6,4.0,6.0,4.0,274.23,107.0,578.4
1583,1.377,190.4,6.0,4.0,2.0,262.23,66.8,479.5
1584,1.249,203.5,8.0,5.0,3.0,254.28,87.0,451.1
1585,1.26,445.4,9.0,10.0,6.0,564.67,166.0,822.6
1586,1.124,285.7,9.0,6.0,1.0,321.37,81.7,467.5
1587,1.176,543.8,12.0,7.0,2.0,639.83,87.2,898.9
1588,1.202,508.8,10.0,7.0,2.0,611.78,87.2,912.3
1589,1.1,169.7,1.0,3.0,0.0,188.23,30.4,357.6
1590,1.44,234.1,2.0,6.0,0.0,339.34,57.2,533.8
1591,1.109,142.5,0.0,2.0,0.0,158.2,25.8,287.7
1592,1.44,109.7,1.0,3.0,2.0,158.11,56.0,253.8
1593,1.72,127.0,3.0,6.0,3.0,219.24,89.9,502.0
1594,1.867,310.8,11.0,13.0,9.0,580.49,227.0,1009.5
1595,1.332,144.2,2.0,5.0,0.0,192.17,71.9,345.0
1596,1.075,298.0,4.0,3.0,2.0,320.47,49.7,456.3
1597,1.183,194.5,3.0,2.0,0.0,230.23,26.3,344.5
1598,1.32,223.7,3.0,6.0,0.0,296.28,77.1,432.8
1599,,,0.0,1.0,1.0,163.16,15.8,
1600,1.412,197.3,2.0,2.0,0.0,278.78,82.3,471.4
1601,1.66,89.8,1.0,1.0,2.0,149.26,109.0,277.5
1602,1.601,442.6,21.0,17.0,11.0,708.66,286.0,1046.6
1603,1.171,347.0,6.0,4.0,2.0,406.51,58.9,546.9
1604,1.263,210.8,2.0,4.0,0.0,266.36,49.0,392.9
1605,1.204,245.9,0.0,5.0,0.0,296.32,69.2,512.4
1606,1.28,230.9,3.0,4.0,2.0,296.75,56.2,533.8
1607,1.239,283.3,5.0,5.0,0.0,351.4,51.9,539.2
1608,1.14,916.9,17.0,18.0,15.0,1045.34,347.0,1178.7
1609,1.526,171.7,2.0,4.0,2.0,262.26,65.7,646.9
1610,1.175,405.3,8.0,5.0,2.0,476.6,76.0,666.2
1611,1.9,140.9,1.0,3.0,0.0,269.12,58.7,
1612,1.26,183.2,2.0,1.0,0.0,231.12,9.23,306.2
1613,1.09,212.9,5.0,3.0,1.0,232.28,46.5,409.6
1614,1.33,562.2,13.0,12.0,7.0,748.94,196.0,827.9
1615,1.52,283.4,1.0,9.0,1.0,432.43,117.0,692.9
1616,1.64,209.4,2.0,1.0,0.0,345.1,66.4,379.1
1617,1.51,275.0,7.0,10.0,0.0,416.77,136.0,600.9
1618,1.563,312.4,12.0,8.0,8.0,488.49,162.0,793.4
1619,1.08,357.0,12.0,4.0,2.0,386.53,58.9,541.6
1620,1.463,233.8,5.0,7.0,2.0,342.3,110.0,613.1
1621,1.73,393.5,19.0,18.0,9.0,682.58,281.0,999.3
1622,1.12,161.4,1.0,3.0,0.0,181.23,29.5,315.5
1623,1.12,325.6,4.0,3.0,0.0,365.41,52.4,518.7
1624,1.133,257.9,7.0,4.0,2.0,292.35,73.1,472.2
1625,1.428,229.8,2.0,6.0,2.0,328.32,93.1,613.6
1626,1.579,243.9,3.0,4.0,0.0,385.2,46.6,461.6
1627,1.315,259.8,4.0,4.0,1.0,341.79,59.3,572.8
1628,1.478,251.8,7.0,8.0,3.0,372.33,123.0,648.6
1629,2.25,128.4,1.0,5.0,2.0,290.06,65.4,
1630,1.309,226.3,1.0,3.0,0.0,296.32,38.9,506.5
1631,1.155,341.3,8.0,7.0,2.0,394.51,69.5,549.7
1632,1.33,191.9,1.0,3.0,1.0,256.32,69.7,531.6
1633,1.33,163.5,2.0,6.0,0.0,218.21,67.7,312.2
1634,1.51,214.1,7.0,9.0,2.0,324.33,112.0,548.8
1635,1.319,137.3,0.0,3.0,0.0,181.19,38.7,399.3
1636,1.19,428.9,10.0,8.0,1.0,511.59,97.3,644.2
1637,1.113,146.5,2.0,3.0,0.0,163.17,45.8,303.2
1638,0.846,319.5,7.0,0.0,0.0,270.45,0.0,381.1
1639,1.217,227.8,6.0,5.0,3.0,277.32,85.7,435.2
1640,1.391,161.1,4.0,7.0,0.0,224.17,109.0,360.7
1641,1.58,184.8,5.0,7.0,1.0,292.27,137.0,440.5
1642,1.083,319.7,5.0,2.0,0.0,346.46,26.3,475.8
1643,1.91,145.5,3.0,7.0,3.0,279.27,99.1,552.2
1644,1.05,175.2,3.0,0.0,0.0,184.28,25.3,237.4
1645,1.19,266.4,2.0,5.0,0.0,317.46,43.9,366.5
1646,1.3,205.5,3.0,4.0,2.0,267.28,61.6,478.1
1647,1.221,345.8,10.0,9.0,0.0,422.43,114.0,589.0
1648,2.2,364.6,10.0,12.0,4.0,804.07,176.0,
1649,1.45,240.2,6.0,6.0,1.0,350.75,89.9,539.1
1650,1.258,180.5,1.0,2.0,0.0,227.18,26.0,275.0
1651,1.56,221.5,3.0,5.0,1.0,347.21,59.3,501.2
1652,1.206,787.1,12.0,0.0,0.0,949.27,0.0,
1653,1.306,181.9,5.0,3.0,1.0,237.68,42.4,401.8
1654,1.263,297.1,2.0,6.0,2.0,375.42,80.3,578.0
1655,,,,,,186.29,,
1656,1.3,549.1,6.0,4.0,0.0,718.54,79.9,634.6
1657,1.35,181.8,2.0,2.0,0.0,246.72,64.9,339.1
1658,1.08,191.6,4.0,2.0,2.0,208.32,64.2,343.0
1659,2.19,282.2,7.0,5.0,4.0,618.96,123.0,505.0
1660,1.188,184.3,2.0,1.0,0.0,219.11,17.1,285.0
1661,0.91,353.5,7.0,2.0,0.0,324.61,18.5,337.3
1662,1.169,321.0,6.0,5.0,1.0,375.48,92.9,500.6
1663,1.35,353.1,10.0,9.0,2.0,478.53,129.0,666.9
1664,1.36,264.3,6.0,7.0,1.0,360.37,95.3,601.1
1665,1.187,214.9,5.0,4.0,2.0,255.33,74.8,410.9
1666,,,3.0,2.0,1.0,238.14,33.1,401.1
1667,1.06,363.1,8.0,5.0,0.0,386.56,61.2,434.9
1668,1.39,330.8,8.0,8.0,0.0,462.51,123.0,591.8
1669,1.577,216.8,1.0,7.0,1.0,342.15,95.2,587.4
1670,1.436,323.8,7.0,7.0,0.0,465.29,72.5,535.5
1671,0.97,395.1,7.0,4.0,1.0,386.67,55.8,404.9
1672,1.83,94.0,0.0,6.0,0.0,172.15,68.9,
1673,1.56,255.1,2.0,4.0,0.0,399.23,52.6,579.1
1674,1.39,184.5,2.0,4.0,1.0,256.69,49.1,433.3
1675,1.05,375.2,8.0,5.0,0.0,394.58,54.0,468.3
1676,1.316,174.9,0.0,2.0,0.0,230.28,54.5,421.0
1677,1.307,183.8,4.0,5.0,1.0,240.25,65.0,434.1
1678,1.16,409.0,4.0,4.0,0.0,474.64,13.0,680.5
1679,1.36,577.3,20.0,18.0,0.0,786.73,229.0,776.0
1680,1.34,253.6,5.0,7.0,1.0,342.35,90.4,561.8
1681,1.401,290.1,5.0,8.0,0.0,406.77,97.4,564.9
1682,0.944,151.6,6.0,3.0,1.0,143.18,38.3,299.3
1683,1.24,186.3,3.0,3.0,2.0,231.32,90.9,411.1
1684,1.45,191.1,5.0,7.0,2.0,278.31,81.7,384.8
1685,1.353,175.3,3.0,5.0,0.0,237.28,83.6,378.3
1686,1.218,158.5,5.0,4.0,1.0,193.2,59.4,404.6
1687,1.661,171.0,3.0,6.0,2.0,284.22,101.0,309.5
1688,1.68,201.8,4.0,4.0,0.0,339.21,71.8,
1689,1.45,252.1,3.0,7.0,1.0,367.36,99.2,689.1
1690,1.27,181.8,3.0,5.0,1.0,231.25,61.8,388.4
1691,1.42,362.5,10.0,14.0,0.0,517.49,155.0,599.0
1692,1.33,175.2,5.0,7.0,0.0,233.23,72.6,408.7
1693,1.183,279.8,7.0,7.0,1.0,331.37,90.4,505.8
1694,1.4,520.5,20.0,17.0,2.0,732.68,202.0,808.0
1695,1.24,254.8,1.0,4.0,0.0,316.35,50.9,544.1
1696,1.436,289.1,4.0,8.0,1.0,415.42,112.0,622.0
1697,1.182,199.8,6.0,5.0,2.0,236.27,72.6,419.5
1698,1.31,157.7,1.0,3.0,0.0,207.25,66.9,313.2
1699,0.96,451.5,4.0,2.0,0.0,434.38,6.48,453.7
1700,,,,,,,,
1701,1.243,139.2,3.0,2.0,1.0,173.11,29.1,190.0
1702,1.581,231.6,10.0,8.0,4.0,366.34,158.0,637.4
1703,1.33,247.3,5.0,6.0,1.0,330.33,74.2,531.7
1704,1.61,275.9,4.0,9.0,3.0,445.47,118.0,742.0
1705,1.201,371.5,6.0,5.0,2.0,446.54,76.0,638.1
1706,,,,,,,,
1707,1.207,125.9,2.0,3.0,1.0,152.15,46.5,276.5
1708,1.023,106.6,1.0,2.0,0.0,109.13,22.1,190.0
1709,1.809,173.5,1.0,2.0,0.0,313.98,25.8,369.4
1710,1.097,171.5,2.0,2.0,0.0,188.22,18.5,182.0
1711,1.154,140.4,1.0,2.0,0.0,162.19,26.3,
1712,1.1,180.5,2.0,0.0,0.0,200.3,25.3,
1713,1.198,176.2,1.0,2.0,1.0,211.26,25.0,125.0
1714,1.306,212.2,3.0,5.0,1.0,277.28,76.0,582.6
1715,0.977,75.7,1.0,1.0,0.0,74.05,17.1,36.4
1716,1.01,175.4,3.0,2.0,0.0,177.24,20.3,
1717,1.04,147.2,3.0,2.0,0.0,149.19,30.0,
1718,1.25,290.4,3.0,4.0,0.0,363.45,30.9,542.8
1719,1.133,155.5,0.0,2.0,0.0,176.21,21.8,245.5
1720,0.899,300.5,4.0,0.0,0.0,270.45,0.0,365.0
1721,1.587,154.9,4.0,4.0,0.0,246.06,55.1,
1722,1.299,219.3,0.0,4.0,0.0,306.32,95.2,654.1
1723,1.11,149.6,4.0,3.0,0.0,166.17,39.4,232.0
1724,1.19,168.8,3.0,4.0,0.0,202.21,50.8,348.0
1725,1.08,337.2,5.0,3.0,0.0,366.57,25.4,457.5
1726,0.88,183.1,2.0,1.0,0.0,161.24,12.4,215.4
1727,1.338,180.2,1.0,2.0,1.0,241.31,57.3,507.5
1728,1.082,122.1,3.0,2.0,0.0,132.18,51.6,185.3
1729,1.276,296.5,14.0,7.0,4.0,378.42,109.0,626.4
1730,1.357,488.2,16.0,9.0,7.0,662.73,176.0,916.2
1731,1.15,171.4,2.0,4.0,1.0,198.22,50.2,378.0
1732,1.14,261.5,3.0,3.0,0.0,300.35,26.5,
1733,1.493,218.4,3.0,6.0,3.0,326.3,96.2,591.1
1734,1.386,190.8,0.0,1.0,0.0,264.71,17.1,474.9
1735,1.324,126.1,2.0,4.0,2.0,167.16,70.4,448.9
1736,1.796,145.3,1.0,2.0,2.0,261.16,95.4,392.1
1737,,,,,,,,
1738,,,,,,,,
1739,1.341,254.3,9.0,4.0,4.0,341.23,64.5,510.6
1740,1.399,159.5,0.0,1.0,1.0,223.29,44.0,470.5
1741,2.113,112.6,1.0,1.0,0.0,238.05,45.3,298.0
1742,1.001,253.8,11.0,4.0,0.0,254.32,52.6,348.4
1743,,,,,,,,
1744,1.184,255.1,5.0,2.0,0.0,302.32,34.1,378.6
1745,1.123,255.7,8.0,5.0,0.0,287.36,47.5,386.9
1746,1.077,355.0,9.0,4.0,0.0,382.49,52.6,527.6
1747,1.41,117.0,1.0,4.0,0.0,166.11,69.6,302.9
1748,1.109,149.8,3.0,4.0,0.0,166.18,44.2,152.4
1749,0.954,174.0,3.0,2.0,0.0,166.22,26.3,218.2
1750,1.335,171.6,3.0,3.0,3.0,229.3,83.0,419.1
1751,1.239,119.5,2.0,3.0,2.0,148.16,52.1,285.3
1752,1.535,229.4,4.0,6.0,3.0,352.34,112.0,638.2
1753,0.981,222.4,2.0,2.0,1.0,218.34,15.3,320.0
1754,1.162,223.0,4.0,4.0,0.0,259.3,46.6,392.5
1755,1.9,140.9,1.0,3.0,0.0,269.12,58.7,
1756,1.46,272.4,6.0,7.0,2.0,400.47,91.6,565.8
1757,1.57,213.9,1.0,5.0,0.0,337.28,103.0,556.6
1758,1.371,267.1,5.0,6.0,2.0,366.36,89.1,592.3
1759,1.13,195.1,5.0,2.0,1.0,221.32,69.3,396.9
1760,1.51,101.4,0.0,3.0,0.0,153.57,30.2,
1761,1.23,156.2,6.0,3.0,3.0,192.21,60.7,428.2
1762,1.195,520.7,5.0,8.0,1.0,622.75,72.9,734.5
1763,,,,,,,,
1764,1.56,332.3,12.0,12.0,6.0,520.48,192.0,814.1
1765,1.34,213.0,4.0,4.0,0.0,287.23,47.9,315.6
1766,1.44,292.1,4.0,5.0,1.0,421.8,58.0,542.1
1767,1.557,217.6,3.0,3.0,1.0,339.0,42.1,533.5
1768,1.449,168.4,2.0,4.0,1.0,244.27,89.9,470.3
1769,1.299,236.1,4.0,2.0,0.0,306.84,98.2,387.3
1770,1.237,146.3,2.0,4.0,1.0,181.19,57.6,340.6
1771,1.36,229.2,7.0,7.0,3.0,313.35,99.1,593.2
1772,2.13,126.3,2.0,7.0,4.0,269.31,146.0,446.4
1773,1.178,152.0,3.0,4.0,0.0,179.17,56.3,282.3
1774,,,,,,,,
1775,1.3927,150.0,0.0,1.0,0.0,217.05,51.1,
1776,1.411,149.6,7.0,5.0,5.0,211.21,104.0,424.6
1777,1.054,399.9,9.0,6.0,0.0,421.6,76.8,473.6
1778,1.15,207.5,2.0,5.0,1.0,240.3,50.8,279.3
1779,1.39,164.7,0.0,5.0,3.0,229.28,66.0,388.9
1780,1.18,214.0,5.0,5.0,0.0,254.28,61.8,365.3
1781,1.558,213.0,5.0,3.0,0.0,332.13,35.5,380.9
1782,1.18,130.7,3.0,4.0,0.0,155.15,47.9,233.8
1783,1.273,297.0,5.0,5.0,2.0,378.42,76.0,581.3
1784,1.09,575.1,14.0,8.0,3.0,628.84,123.0,791.2
1785,1.071,615.7,22.0,10.0,3.0,659.85,151.0,758.4
1786,1.507,184.5,1.0,2.0,0.0,278.12,26.3,192.3
1787,1.24,179.0,1.0,2.0,0.0,223.27,53.7,265.6
1788,1.27,205.6,6.0,5.0,2.0,261.27,75.6,472.7
1789,1.596,221.8,7.0,7.0,5.0,354.31,124.0,519.5
1790,1.176,270.6,5.0,4.0,0.0,318.34,52.6,388.0
1791,1.198,116.9,3.0,3.0,1.0,140.14,50.4,226.6
1792,1.29,132.8,2.0,5.0,0.0,172.14,61.8,311.3
1793,,,,,,,,
1794,1.16,356.9,7.0,8.0,0.0,416.47,104.0,664.3
1795,1.249,254.7,5.0,5.0,2.0,318.36,68.2,526.2
1796,1.24,177.8,3.0,3.0,0.0,221.28,60.6,388.2
1797,1.05,288.9,2.0,1.0,0.0,303.44,4.41,390.6
1798,1.348,253.8,5.0,7.0,0.0,342.3,92.0,528.6
1799,1.36,243.7,8.0,9.0,0.0,333.3,116.0,453.6
1800,1.07,167.0,2.0,3.0,1.0,179.22,49.7,292.3
1801,1.33,294.0,9.0,11.0,0.0,393.4,124.0,540.6
1802,1.35,303.9,5.0,6.0,0.0,412.96,62.1,477.7
1803,1.45,494.0,20.0,14.0,3.0,716.69,209.0,886.7
1804,1.12,332.8,5.0,5.0,1.0,374.47,72.8,544.4
1805,1.33,229.3,5.0,7.0,0.0,306.31,84.6,430.2
1806,,,8.0,0.0,0.0,816.59,0.0,805.1
1807,1.395,226.6,6.0,6.0,1.0,316.31,89.9,504.6
1808,0.97,220.0,2.0,1.0,0.0,215.33,12.4,298.6
1809,1.28,270.5,7.0,2.0,0.0,346.41,76.9,373.7
1810,1.43,209.1,3.0,3.0,1.0,299.22,38.3,320.5
1811,1.642,358.0,4.0,2.0,1.0,588.26,37.3,562.2
1812,1.063,193.9,5.0,3.0,1.0,206.24,38.7,353.8
1813,1.45,229.2,7.0,10.0,0.0,334.28,136.0,502.5
1814,1.08,327.1,6.0,2.0,0.0,353.45,25.5,376.0
1815,1.034,334.9,5.0,4.0,0.0,346.51,40.6,494.9
1816,1.036,253.2,3.0,1.0,0.0,262.44,37.5,318.1
1817,1.04,196.5,3.0,1.0,0.0,205.32,49.1,328.6
1818,1.25,317.8,7.0,7.0,0.0,400.42,80.3,530.4
1819,1.53,247.3,8.0,8.0,0.0,380.44,148.0,616.4
1820,1.84,136.4,3.0,7.0,3.0,251.22,99.1,572.8
1821,1.24,346.6,5.0,7.0,0.0,432.51,87.5,509.2
1822,1.26,245.7,5.0,6.0,1.0,311.34,82.4,566.1
1823,1.49,232.2,10.0,8.0,4.0,346.34,134.0,709.7
1824,1.37,218.4,4.0,7.0,0.0,299.28,80.3,544.4
1825,1.33,287.6,3.0,6.0,1.0,384.42,97.7,573.7
1826,1.478,204.3,2.0,2.0,0.0,302.17,20.3,428.0
1827,1.415,315.2,10.0,7.0,2.0,446.29,89.6,570.9
1828,1.342,202.1,8.0,5.0,3.0,271.33,119.0,532.3
1829,1.362,261.1,6.0,7.0,2.0,355.78,99.9,541.1
1830,1.437,271.0,1.0,2.0,0.0,389.66,26.3,551.3
1831,,,2.0,3.0,1.0,253.16,34.0,283.4
1832,1.25,246.5,6.0,0.0,0.0,308.41,50.6,394.0
1833,1.4,247.1,7.0,6.0,2.0,348.25,88.0,458.1
1834,1.43,136.3,0.0,4.0,0.0,195.18,62.7,446.7
1835,1.534,263.4,8.0,12.0,3.0,404.33,179.0,687.6
1836,1.93,122.2,1.0,2.0,0.0,236.01,30.2,281.1
1837,1.283,259.2,7.0,5.0,1.0,332.78,68.3,425.0
1838,0.99,208.3,6.0,3.0,0.0,206.28,34.9,357.4
1839,1.189,277.8,6.0,5.0,1.0,330.38,72.8,479.9
1840,1.09,390.5,4.0,4.0,0.0,428.61,60.4,505.3
1841,1.151,466.0,6.0,4.0,4.0,536.7,80.9,550.7
1842,1.303,250.3,5.0,7.0,3.0,326.35,91.5,508.2
