,Density,Molar Volume,Freely Rotatable Bonds,H Acceptors,H Donors,Molecular Weight,Polar Surface Area,Boiling Point
4975,1.29,232.8,6.0,6.0,0.0,301.72,72.9,394.2
4976,1.21,202.1,5.0,4.0,0.0,244.67,44.8,
4977,1.376,315.6,9.0,3.0,1.0,422.31,46.5,
4978,0.99,209.6,3.0,5.0,0.0,208.26,59.7,371.3
4979,1.15,131.1,2.0,3.0,1.0,151.16,49.7,281.7
4980,1.145,163.5,3.0,3.0,3.0,187.24,54.7,401.5
4981,1.3,284.8,9.0,7.0,2.0,370.4,97.5,596.7
4982,1.23,165.7,2.0,4.0,0.0,205.21,48.4,353.6
4983,1.28,86.2,2.0,2.0,2.0,110.11,40.5,280.0
4984,1.286,196.0,0.0,0.0,0.0,252.31,0.0,493.0
4985,0.9096,93.7,0.0,1.0,0.0,81.12,4.93,115.0
4986,1.686,256.3,10.0,10.0,7.0,432.38,177.0,807.0
4987,1.29,127.1,0.0,0.0,0.0,164.1,0.0,103.5
4988,1.25,144.1,0.0,2.0,0.0,180.21,25.8,365.1
4989,1.34,120.4,0.0,4.0,0.0,162.15,50.9,391.0
4990,1.01,128.4,1.0,1.0,0.0,134.18,12.5,91.0
4991,1.28,108.7,1.0,4.0,1.0,140.14,55.1,302.4
4992,1.05,183.1,1.0,1.0,0.0,193.24,4.41,
4993,1.212,251.1,3.0,0.0,0.0,278.4,0.0,
4994,1.294,154.6,4.0,4.0,0.0,200.21,80.8,291.6
4995,2.155,122.4,2.0,3.0,2.0,264.02,57.5,319.8
4996,1.225,210.6,5.0,4.0,1.0,258.27,55.8,416.6
4997,1.268,243.9,1.0,4.0,0.0,309.36,30.9,463.6
4998,,,,,,137.14,,
4999,1.23,448.5,7.0,8.0,0.0,552.66,109.0,648.9
5000,,,4.0,0.0,0.0,408.77,0.0,
5001,1.024,204.3,4.0,3.0,1.0,209.29,42.1,322.7
5002,1.26,249.3,5.0,6.0,0.0,315.32,82.6,493.5
5003,,,,,,334.73,,156.0
5004,1.66,219.3,5.0,7.0,3.0,364.31,113.0,752.8
5005,0.949,240.4,2.0,0.0,0.0,228.37,0.0,322.7
5006,1.143,207.4,2.0,2.0,1.0,237.3,25.0,434.5
5007,1.81,250.6,3.0,6.0,2.0,454.12,75.1,
5008,,,2.0,0.0,0.0,317.33,0.0,397.6
5009,1.11,160.0,3.0,1.0,0.0,178.25,42.4,330.2
5010,1.085,166.0,4.0,3.0,0.0,180.2,39.4,
5011,1.234,239.5,3.0,4.0,0.0,295.76,46.6,437.5
5012,1.123,229.0,7.0,3.0,1.0,257.33,38.3,422.4
5013,1.2,133.1,2.0,3.0,1.0,160.17,38.1,396.3
5014,,,,,,,,
5015,1.065,297.1,10.0,4.0,0.0,316.49,73.0,373.1
5016,1.144,215.1,5.0,4.0,0.0,246.26,60.4,435.4
5017,1.294,163.1,0.0,3.0,0.0,211.22,39.2,393.8
5018,1.204,200.2,2.0,3.0,1.0,241.29,34.3,432.7
5019,1.275,382.9,1.0,10.0,3.0,488.59,196.0,870.5
5020,1.219,122.2,2.0,3.0,0.0,149.15,47.0,264.3
5021,1.181,273.6,5.0,4.0,1.0,323.39,51.3,522.4
5022,1.203,173.0,4.0,4.0,1.0,208.21,55.8,377.1
5023,1.49,502.9,10.0,10.0,3.0,750.51,141.0,805.3
5024,1.25,262.5,8.0,5.0,3.0,328.36,87.0,544.0
5025,1.176,231.3,4.0,4.0,0.0,272.3,52.6,404.8
5026,1.37,157.7,3.0,5.0,1.0,216.19,78.7,428.6
5027,1.25,201.9,4.0,4.0,0.0,253.25,59.3,435.6
5028,1.08,182.0,2.0,3.0,0.0,197.24,38.1,371.9
5029,1.127,217.4,3.0,4.0,0.0,245.27,52.3,364.0
5030,1.408,198.9,6.0,8.0,1.0,280.23,120.0,386.1
5031,1.218,203.7,4.0,4.0,1.0,248.27,55.8,454.9
5032,1.336,159.1,2.0,3.0,0.0,212.63,35.5,300.2
5033,1.605,211.9,7.0,8.0,6.0,340.33,148.0,578.5
5034,0.891,191.0,6.0,2.0,0.0,170.25,26.3,210.1
5035,1.58,211.3,3.0,4.0,1.0,334.15,51.2,415.7
5036,1.319,139.1,2.0,3.0,0.0,183.59,45.8,278.6
5037,1.15,192.4,3.0,4.0,0.0,222.24,60.4,318.2
5038,1.623,235.5,8.0,8.0,5.0,382.32,141.0,559.1
5039,1.491,117.3,2.0,2.0,0.0,175.03,42.5,289.3
5040,1.2,203.1,3.0,5.0,0.0,245.28,63.6,368.1
5041,1.63,236.7,6.0,10.0,0.0,386.39,139.0,632.9
5042,1.21,369.1,11.0,8.0,0.0,448.51,101.0,553.7
5043,1.155,298.0,9.0,5.0,1.0,344.4,65.0,534.9
5044,1.11,142.3,1.0,0.0,0.0,158.29,53.5,217.5
5045,1.509,168.4,6.0,7.0,5.0,254.24,126.0,581.7
5046,1.7172,143.3,2.0,1.0,0.0,250.28,26.9,
5047,0.95,251.9,6.0,2.0,0.0,240.33,6.48,
5048,1.067,195.1,7.0,3.0,1.0,208.25,38.7,330.9
5049,1.24,618.1,16.0,15.0,1.0,771.85,208.0,748.2
5050,1.111,169.4,1.0,1.0,0.0,188.27,17.1,286.0
5051,1.08,432.6,12.0,7.0,0.0,468.63,75.5,646.2
5052,1.78,188.7,4.0,13.0,0.0,337.2,178.0,514.9
5053,1.121,173.1,4.0,3.0,1.0,194.23,46.5,297.5
5054,1.174,230.0,5.0,3.0,0.0,270.32,35.5,382.1
5055,1.53,452.4,19.0,16.0,9.0,696.69,247.0,938.8
5056,1.32,176.0,3.0,6.0,2.0,233.27,80.5,481.3
5057,1.36,250.3,1.0,3.0,1.0,342.32,34.0,517.2
5058,1.05,427.1,5.0,1.0,1.0,452.74,20.2,541.6
5059,1.54,280.9,10.0,10.0,2.0,434.5,189.0,605.9
5060,1.021,166.5,7.0,3.0,1.0,170.21,46.5,271.6
5061,1.6,143.1,1.0,1.0,0.0,229.09,41.4,255.4
5062,1.34,244.4,4.0,2.0,0.0,327.73,20.3,472.8
5063,1.513,220.0,4.0,1.0,1.0,333.14,20.2,389.4
5064,1.33,235.0,5.0,7.0,1.0,314.29,109.0,515.3
5065,,,,,,,,
5066,1.114,212.1,2.0,3.0,2.0,236.31,49.7,380.7
5067,1.359,265.0,6.0,6.0,1.0,360.33,82.1,533.7
5068,1.41,179.2,1.0,6.0,1.0,254.31,83.0,423.8
5069,1.464,318.5,11.0,12.0,2.0,466.4,168.0,628.9
5070,1.58,152.4,0.0,1.0,0.0,242.07,9.23,54.9
5071,1.305,315.8,5.0,8.0,0.0,412.39,89.5,563.1
5072,1.45,144.2,2.0,5.0,2.0,209.21,88.3,518.6
5073,1.233,141.2,1.0,4.0,0.0,174.2,41.9,315.1
5074,,,,,,,,
5075,1.41,155.0,2.0,6.0,0.0,219.2,79.0,343.2
5076,1.31,311.6,13.0,9.0,3.0,408.4,124.0,587.0
5077,1.44,241.5,0.0,6.0,0.0,349.38,60.9,560.1
5078,1.263,281.9,6.0,6.0,2.0,356.37,85.2,595.8
5079,1.04,188.9,1.0,1.0,0.0,198.26,9.23,292.9
5080,1.212,285.5,6.0,4.0,0.0,346.38,52.6,563.3
5081,1.4,226.1,4.0,3.0,2.0,316.81,70.2,568.7
5082,1.1,191.1,7.0,3.0,2.0,210.27,49.7,348.9
5083,1.335,292.3,8.0,10.0,0.0,390.34,129.0,583.4
5084,1.17,547.1,4.0,5.0,3.0,644.93,65.6,819.0
5085,1.08,234.5,7.0,3.0,1.0,255.38,67.4,401.4
5086,1.54,315.7,5.0,6.0,0.0,486.32,71.1,542.4
5087,,,,,,161.12,,
5088,1.12,296.8,4.0,4.0,2.0,332.43,66.8,540.2
5089,1.22,183.3,5.0,5.0,0.0,224.21,61.8,356.8
5090,1.23,214.8,0.0,3.0,0.0,265.74,37.4,482.5
5091,1.45,143.3,3.0,2.0,4.0,208.21,77.3,249.7
5092,1.39,261.7,7.0,8.0,0.0,365.77,107.0,581.2
5093,1.41,239.4,4.0,8.0,0.0,338.32,113.0,
5094,1.271,166.7,1.0,1.0,0.0,212.08,23.8,284.8
5095,1.46,191.7,0.0,3.0,0.0,280.36,32.7,444.3
5096,1.229,224.6,3.0,5.0,0.0,276.29,65.1,413.6
5097,1.34,393.1,10.0,9.0,4.0,528.59,151.0,700.9
5098,1.893,211.7,3.0,0.0,0.0,400.91,0.0,375.4
5099,1.21,304.0,2.0,0.0,0.0,369.37,0.0,255.7
5100,1.235,245.9,6.0,4.0,0.0,303.74,63.2,396.4
5101,1.36,143.9,2.0,4.0,4.0,196.27,103.0,464.9
5102,1.379,176.6,3.0,6.0,0.0,243.65,79.0,403.5
5103,1.26,204.7,8.0,6.0,2.0,258.27,93.1,375.7
5104,1.022,324.3,8.0,4.0,2.0,331.55,94.7,449.1
5105,1.107,411.4,6.0,4.0,0.0,455.59,48.4,571.1
5106,1.542,229.6,3.0,9.0,0.0,354.27,114.0,700.1
5107,1.086,445.9,6.0,1.0,0.0,484.67,17.1,624.9
5108,1.792,134.4,1.0,4.0,2.0,241.04,69.1,447.2
5109,1.283,252.7,6.0,6.0,1.0,324.4,86.3,483.0
5110,1.27,160.9,2.0,3.0,1.0,205.19,42.2,369.3
5111,1.491,261.7,7.0,9.0,1.0,390.37,140.0,626.2
5112,1.24,238.0,3.0,4.0,0.0,296.36,42.4,429.6
5113,1.31,183.4,2.0,5.0,1.0,241.29,58.9,
5114,1.49,182.4,2.0,7.0,0.0,273.24,83.3,478.8
5115,1.316,215.2,3.0,5.0,1.0,283.34,83.1,454.9
5116,1.37,189.9,3.0,7.0,4.0,260.3,96.8,476.7
5117,1.237,205.3,5.0,5.0,2.0,254.21,67.4,
5118,1.044,263.6,4.0,1.0,2.0,275.39,26.0,453.1
5119,1.142,199.8,4.0,3.0,0.0,228.24,39.4,395.7
5120,1.084,249.3,7.0,5.0,0.0,270.32,61.8,365.1
5121,1.358,157.7,0.0,4.0,1.0,214.22,55.0,473.9
5122,1.25,137.8,1.0,4.0,0.0,173.17,51.2,378.2
5123,1.404,238.0,2.0,2.0,0.0,334.37,26.3,556.1
5124,1.226,171.4,4.0,3.0,0.0,210.25,71.6,342.5
5125,,,,,,270.3,,
5126,1.418,343.0,10.0,3.0,1.0,472.32,46.5,
5127,0.99,194.3,3.0,5.0,0.0,194.23,59.7,365.9
5128,1.36,228.0,2.0,3.0,1.0,311.38,61.9,517.8
5129,,,,,,,,
5130,1.404,111.4,2.0,2.0,1.0,156.57,37.3,251.1
5131,1.655,189.8,4.0,7.0,3.0,314.25,109.0,498.4
5132,1.444,141.3,2.0,4.0,1.0,204.18,63.6,422.2
5133,1.273,130.0,0.0,1.0,1.0,165.62,15.8,302.7
5134,1.1788,181.9,4.0,3.0,0.0,212.27,51.8,
5135,1.081,168.5,4.0,3.0,1.0,182.22,38.7,
5136,1.213,209.5,2.0,2.0,0.0,254.35,44.4,414.1
5137,1.176,115.7,1.0,3.0,1.0,136.15,42.0,326.5
5138,1.0,130.1,0.0,1.0,0.0,131.17,4.41,130.0
5139,1.041,132.7,2.0,3.0,0.0,138.17,35.0,174.9
5140,1.997,187.2,0.0,2.0,0.0,374.05,42.5,495.8
5141,1.531,131.2,1.0,0.0,0.0,201.04,0.0,220.2
5142,1.115,135.4,3.0,3.0,0.0,151.16,39.2,220.0
5143,1.197,127.0,1.0,4.0,0.0,152.15,58.7,
5144,1.307,110.2,3.0,4.0,2.0,144.13,74.6,336.3
5145,1.303,149.0,2.0,4.0,2.0,194.19,97.4,382.9
5146,1.595,136.6,3.0,3.0,1.0,218.05,42.4,282.7
5147,1.44,258.5,7.0,8.0,2.0,374.34,104.0,640.8
5148,1.396,195.8,2.0,1.0,0.0,273.54,9.23,311.0
5149,1.16,133.4,1.0,3.0,0.0,155.22,56.7,229.2
5150,1.258,295.0,10.0,7.0,2.0,371.38,102.0,577.3
5151,1.41,220.7,3.0,5.0,2.0,313.35,70.0,512.1
5152,2.034,140.2,1.0,1.0,0.0,285.36,12.9,
5153,1.236,140.0,1.0,1.0,0.0,173.14,12.9,212.9
5154,1.424,162.9,3.0,6.0,1.0,232.19,88.1,283.9
5155,1.275,150.6,2.0,2.0,0.0,192.24,54.5,311.2
5156,1.561,145.4,0.0,0.0,0.0,227.12,28.2,
5157,1.43,143.5,4.0,5.0,1.0,205.6,60.7,333.8
5158,1.451,209.8,3.0,4.0,0.0,304.65,52.1,340.1
5159,1.144,173.1,3.0,3.0,0.0,198.19,35.5,277.4
5160,1.109,142.5,0.0,2.0,0.0,158.2,25.8,275.4
5161,1.37,363.1,15.0,9.0,5.0,500.54,146.0,766.9
5162,1.169,153.1,3.0,3.0,2.0,179.22,49.3,359.7
5163,1.35,220.3,5.0,4.0,0.0,298.36,75.6,482.0
5164,1.314,153.0,2.0,5.0,0.0,201.18,71.6,275.9
5165,1.136,235.2,5.0,3.0,1.0,267.32,38.3,420.0
5166,1.256,239.4,5.0,3.0,0.0,300.74,43.4,468.9
5167,1.137,220.8,6.0,5.0,1.0,251.28,64.6,485.0
5168,2.069,154.0,0.0,3.0,0.0,318.95,43.1,368.8
5169,1.68,371.6,13.0,14.0,3.0,627.74,295.0,
5170,1.398,283.4,3.0,7.0,1.0,396.39,91.3,607.1
5171,1.458,241.5,5.0,6.0,3.0,352.34,100.0,495.9
5172,1.29,190.7,4.0,3.0,0.0,246.18,35.5,273.7
5173,1.41,271.6,2.0,6.0,0.0,385.45,66.8,643.4
5174,1.144,233.5,6.0,5.0,2.0,267.32,67.8,358.0
5175,,,2.0,1.0,0.0,291.11,3.24,319.4
5176,1.229,165.2,3.0,6.0,2.0,203.19,87.9,333.0
5177,1.169,178.0,5.0,4.0,1.0,208.21,55.8,339.3
5178,1.26,234.7,3.0,6.0,2.0,297.36,78.9,500.5
5179,1.444,171.0,2.0,3.0,0.0,247.07,35.5,329.6
5180,1.4225,183.1,2.0,3.0,0.0,267.06,45.3,
5181,1.157,143.5,2.0,4.0,0.0,166.18,58.7,278.6
5182,1.68,74.2,0.0,3.0,0.0,125.15,58.4,
5183,2.14,146.4,2.0,6.0,0.0,314.12,105.0,
5184,,,1.0,2.0,0.0,227.1,25.8,303.2
5185,1.18,233.2,2.0,4.0,0.0,276.33,44.8,398.9
5186,1.51,89.4,0.0,4.0,1.0,135.12,44.7,251.4
5187,1.543,162.0,2.0,2.0,1.0,250.09,32.9,369.0
5188,,,,,,,,
5189,1.528,177.3,2.0,3.0,0.0,271.11,35.5,364.0
5190,1.134,367.2,10.0,7.0,0.0,416.47,72.5,561.3
5191,1.127,232.7,4.0,4.0,0.0,262.3,48.7,385.9
5192,1.096,181.6,2.0,2.0,0.0,199.25,30.0,333.3
5193,1.229,786.8,24.0,12.0,0.0,967.07,158.0,1056.4
5194,1.243,157.7,4.0,4.0,2.0,196.2,66.8,340.3
5195,1.25,226.6,5.0,5.0,1.0,284.31,64.5,494.3
5196,1.08,202.0,6.0,2.0,2.0,218.29,40.5,377.2
5197,1.377,248.4,8.0,6.0,3.0,342.34,96.2,624.7
5198,1.51,246.5,2.0,7.0,1.0,372.37,98.5,685.6
5199,1.129,208.2,6.0,4.0,2.0,235.28,66.4,487.7
5200,1.084,291.7,8.0,5.0,2.0,316.4,67.4,612.3
5201,1.36,246.4,6.0,9.0,1.0,337.33,105.0,453.7
5202,1.185,442.7,14.0,9.0,5.0,524.65,142.0,778.3
5203,,,,,,388.37,,
5204,1.12,257.4,4.0,4.0,0.0,288.34,52.6,382.5
5205,1.336,250.1,5.0,6.0,0.0,334.39,92.2,488.5
5206,1.397,233.4,4.0,6.0,1.0,326.3,89.9,588.3
5207,1.906,170.4,4.0,4.0,0.0,324.95,52.3,317.2
5208,1.08,182.0,2.0,3.0,0.0,197.24,38.1,360.4
5209,1.451,197.8,1.0,1.0,0.0,287.15,9.23,424.7
5210,1.73,549.1,14.0,0.0,0.0,950.19,0.0,342.6
5211,1.301,174.5,3.0,4.0,2.0,227.28,94.6,429.1
5212,1.177,326.4,5.0,1.0,0.0,384.34,3.24,504.9
5213,1.093,208.7,8.0,5.0,0.0,228.24,69.7,352.2
5214,1.67,162.0,5.0,8.0,2.0,271.27,98.9,493.0
5215,1.39,103.5,0.0,3.0,2.0,144.56,41.1,221.9
5216,2.15,133.3,4.0,11.0,6.0,287.23,169.0,
5217,1.0,211.3,5.0,4.0,0.0,213.35,39.9,277.0
5218,0.98,241.8,2.0,2.0,0.0,238.4,18.5,261.8
5219,0.992,234.1,5.0,2.0,0.0,232.32,26.3,362.6
5220,1.54,228.1,4.0,9.0,2.0,351.41,176.0,585.7
5221,1.89,124.3,3.0,7.0,4.0,235.24,106.0,
5222,1.63,395.2,12.0,10.0,0.0,644.26,124.0,653.4
5223,1.328,192.4,5.0,5.0,1.0,255.65,72.5,473.4
5224,1.472,203.9,4.0,5.0,3.0,300.31,79.2,524.0
5225,1.737,183.6,3.0,11.0,0.0,319.18,156.0,492.9
5226,1.74,178.7,4.0,3.0,0.0,312.11,59.6,122.0
5227,1.47,150.2,4.0,7.0,8.0,221.26,137.0,409.6
5228,1.286,260.7,3.0,4.0,1.0,335.44,89.1,557.1
5229,1.107,129.2,3.0,4.0,0.0,143.14,46.6,192.3
5230,1.51,751.1,9.0,21.0,5.0,1141.42,430.0,1489.8
5231,1.47,212.9,0.0,1.0,0.0,313.19,17.1,402.3
5232,1.41,219.9,1.0,4.0,0.0,310.74,44.1,498.9
5233,1.52,233.7,4.0,8.0,2.0,356.36,143.0,658.6
5234,1.455,228.2,6.0,7.0,3.0,332.31,105.0,607.9
5235,,,,,,,,
5236,1.244,196.3,1.0,1.0,0.0,244.24,13.1,325.0
5237,1.168,276.7,4.0,4.0,0.0,323.39,38.8,469.7
5238,1.23,456.1,7.0,9.0,1.0,562.69,125.0,603.2
5239,1.096,313.3,6.0,5.0,1.0,343.42,64.6,479.8
5240,1.51,213.9,0.0,4.0,0.0,323.71,56.5,527.4
5241,1.213,204.6,2.0,3.0,2.0,248.32,49.7,395.9
5242,1.41,251.6,1.0,3.0,0.0,356.17,29.5,423.5
5243,1.62,405.1,17.0,15.0,7.0,656.59,239.0,955.8
5244,1.236,216.0,9.0,7.0,3.0,267.28,110.0,470.8
5245,1.86,188.4,3.0,3.0,0.0,352.08,71.1,244.5
5246,1.184,247.6,5.0,6.0,1.0,293.32,73.9,482.1
5247,1.469,277.9,10.0,10.0,6.0,408.41,168.0,760.5
5248,1.06,206.8,5.0,3.0,0.0,219.28,29.5,360.8
5249,1.43,181.2,2.0,2.0,0.0,260.4,96.1,439.8
5250,1.263,324.2,8.0,7.0,0.0,409.5,98.4,501.9
5251,1.297,306.4,2.0,3.0,2.0,397.44,40.7,554.3
5252,1.12,208.6,1.0,2.0,0.0,235.35,54.7,356.9
5253,1.3,309.3,6.0,7.0,2.0,403.47,113.0,549.6
5254,1.376,177.0,2.0,3.0,0.0,243.71,64.5,372.0
5255,1.587,214.3,5.0,3.0,0.0,340.16,51.8,205.4
5256,1.224,346.4,7.0,1.0,0.0,424.36,9.23,447.1
5257,1.51,189.5,2.0,6.0,1.0,286.31,99.4,
5258,1.19,251.8,5.0,6.0,2.0,301.34,72.4,
5259,1.57,330.5,4.0,5.0,1.0,521.24,61.6,586.3
5260,1.473,244.3,4.0,5.0,0.0,360.21,72.1,471.5
5261,1.1,326.6,8.0,4.0,1.0,360.49,59.7,443.3
5262,1.61,202.8,4.0,6.0,0.0,327.17,69.9,411.6
5263,1.252,332.5,0.0,2.0,0.0,416.51,34.1,679.5
5264,1.27,209.0,2.0,5.0,0.0,267.22,78.4,352.2
5265,1.38,174.6,3.0,5.0,1.0,241.25,72.0,405.6
5266,1.183,267.2,5.0,4.0,0.0,316.32,52.6,422.0
5267,1.18,217.9,6.0,5.0,0.0,258.27,64.3,447.5
5268,1.18,235.1,3.0,3.0,1.0,278.78,32.3,468.3
5269,1.32,491.2,14.0,12.0,2.0,650.61,180.0,756.9
5270,1.375,301.2,6.0,7.0,1.0,414.48,96.9,633.2
5271,,,,,,,,
5272,1.285,213.2,8.0,9.0,4.0,274.27,128.0,719.4
5273,1.69,186.3,4.0,10.0,3.0,316.27,132.0,
5274,1.427,185.7,4.0,3.0,2.0,265.14,49.7,356.5
5275,1.241,299.9,12.0,7.0,2.0,372.42,85.9,589.3
5276,1.55,179.7,4.0,8.0,2.0,279.3,97.3,514.5
5277,1.25,222.5,6.0,6.0,1.0,279.29,77.4,397.1
5278,1.41,142.2,1.0,3.0,0.0,201.27,94.6,446.2
5279,1.74,140.0,2.0,7.0,2.0,244.21,101.0,521.6
5280,1.408,165.6,0.0,3.0,3.0,233.27,54.7,540.8
5281,1.257,125.7,1.0,3.0,0.0,158.16,49.8,324.4
5282,1.16,162.2,2.0,2.0,1.0,188.22,29.5,350.1
5283,1.085,158.6,4.0,2.0,0.0,172.25,46.7,211.7
5284,1.54,136.7,2.0,5.0,0.0,211.61,56.5,
5285,1.173,194.4,5.0,4.0,0.0,228.22,44.8,283.5
5286,1.433,224.7,5.0,9.0,1.0,322.27,122.0,591.9
5287,,,3.0,0.0,0.0,383.71,98.3,450.5
5288,1.14,190.9,1.0,2.0,0.0,218.68,17.8,370.3
5289,1.14,146.3,1.0,4.0,0.0,168.19,50.9,344.2
5290,1.632,203.4,5.0,10.0,2.0,332.22,166.0,527.0
5291,1.29,181.1,1.0,2.0,0.0,234.73,15.6,338.5
5292,1.44,147.3,5.0,7.0,1.0,212.16,105.0,469.1
5293,1.29,168.6,4.0,4.0,1.0,217.6,47.6,227.7
5294,,,,,,,,
5295,1.4,196.0,0.0,0.0,0.0,252.31,0.0,496.0
5296,1.4243,153.9,4.0,4.0,0.0,220.98,54.6,234.1
5297,0.8679,155.0,2.0,0.0,0.0,134.22,0.0,184.0
5298,2.059,115.0,0.0,1.0,0.0,236.89,12.9,222.0
5299,1.089,192.9,4.0,4.0,0.0,210.23,44.8,
5300,1.269,139.5,3.0,4.0,0.0,177.16,62.9,311.6
5301,1.231,158.4,4.0,5.0,0.0,195.17,65.5,100.0
5302,1.224,156.1,4.0,3.0,2.0,191.23,45.3,194.0
5303,1.332,106.2,1.0,2.0,0.0,141.56,30.0,119.0
5304,1.401,138.5,3.0,6.0,0.0,194.14,91.6,320.0
5305,1.29,338.8,2.0,6.0,1.0,440.53,89.3,596.0
5306,1.027,159.8,2.0,2.0,0.0,164.2,26.3,
5307,1.197,185.9,3.0,2.0,0.0,222.67,34.1,401.9
5308,1.87,96.7,1.0,7.0,0.0,181.11,97.3,360.2
5309,1.421,161.1,2.0,2.0,0.0,229.07,26.3,173.0
5310,1.24,119.7,2.0,3.0,1.0,149.15,53.3,330.4
5311,0.975,98.4,0.0,1.0,0.0,96.13,17.1,111.0
5312,2.042,207.0,3.0,2.0,1.0,422.89,29.5,396.9
5313,1.44,102.5,0.0,0.0,0.0,148.27,82.7,
5314,,,0.0,0.0,0.0,94.12,55.6,
5315,2.03,374.2,20.0,18.0,14.0,762.62,328.0,1120.9
5316,1.472,157.0,5.0,6.0,1.0,231.23,109.0,484.7
5317,1.195,133.9,1.0,3.0,0.0,160.17,35.0,365.1
5318,1.13,177.1,3.0,2.0,1.0,200.23,29.5,373.4
5319,1.268,172.7,4.0,5.0,1.0,219.24,74.5,445.8
5320,0.97,113.1,0.0,2.0,0.0,110.16,17.8,160.0
5321,1.246,249.6,9.0,8.0,0.0,311.29,108.0,442.5
5322,1.417,127.0,2.0,4.0,1.0,180.16,55.8,394.3
5323,1.488,305.2,9.0,6.0,6.0,454.47,121.0,723.5
5324,1.14,122.0,1.0,2.0,0.0,140.21,51.1,
5325,1.532,101.2,1.0,6.0,4.0,155.11,101.0,
5326,1.735,180.3,1.0,1.0,0.0,312.99,12.9,339.9
5327,1.19,216.4,5.0,2.0,0.0,258.34,51.6,
5328,1.126,160.8,3.0,4.0,0.0,181.19,48.4,245.4
5329,1.496,127.0,2.0,5.0,1.0,190.16,78.9,419.0
5330,1.146,275.9,4.0,4.0,0.0,316.4,54.1,489.3
5331,1.227,212.1,0.0,2.0,1.0,260.33,28.7,505.4
5332,1.29,238.2,6.0,4.0,2.0,308.4,90.0,506.8
5333,,,,,,,,
5334,1.252,491.7,12.0,9.0,2.0,615.72,106.0,927.7
5335,1.244,136.0,2.0,1.0,0.0,169.27,70.3,283.0
5336,1.384,135.9,8.0,6.0,4.0,188.18,114.0,647.2
5337,1.646,123.2,1.0,4.0,0.0,203.04,41.9,286.9
5338,1.365,230.2,4.0,6.0,1.0,314.29,82.1,518.9
5339,1.51,236.7,0.0,2.0,0.0,358.28,6.48,420.7
5340,1.134,222.3,6.0,5.0,0.0,252.26,61.8,344.9
5341,1.269,192.7,6.0,4.0,1.0,244.67,55.8,386.4
5342,1.357,176.2,1.0,4.0,0.0,239.23,56.3,458.4
5343,1.27,130.3,0.0,2.0,0.0,166.54,36.1,
5344,1.45,259.9,4.0,5.0,1.0,377.24,70.2,398.3
5345,1.344,148.9,4.0,3.0,2.0,200.26,77.9,401.5
5346,1.261,202.3,6.0,7.0,0.0,255.22,90.6,384.5
5347,1.241,189.4,1.0,6.0,1.0,235.24,78.2,444.3
5348,1.291,193.7,4.0,5.0,2.0,250.25,76.0,373.6
5349,1.27,282.1,6.0,6.0,2.0,360.4,93.1,571.2
5350,1.205,283.9,3.0,4.0,1.0,342.43,59.7,450.9
5351,1.493,230.1,2.0,6.0,2.0,343.74,79.8,578.7
5352,1.205,241.5,6.0,6.0,0.0,291.3,66.9,420.5
5353,1.734,215.8,5.0,7.0,4.0,374.37,160.0,654.9
5354,1.114,296.3,11.0,4.0,2.0,330.42,58.9,464.4
5355,1.65,151.6,0.0,6.0,0.0,250.28,86.2,
5356,1.018,137.6,2.0,2.0,0.0,140.18,26.3,174.8
5357,1.28,269.8,5.0,6.0,1.0,347.41,60.4,499.5
5358,1.356,253.9,6.0,6.0,3.0,344.36,96.2,601.9
5359,1.32,149.1,1.0,1.0,0.0,198.05,23.8,315.5
5360,1.029,186.6,5.0,2.0,1.0,192.25,29.5,325.4
5361,1.14,186.1,0.0,2.0,1.0,212.29,35.8,375.6
5362,1.106,182.7,2.0,2.0,0.0,202.25,26.3,356.8
5363,1.23,350.6,4.0,4.0,0.0,434.6,71.4,591.3
5364,1.68,175.6,4.0,4.0,0.0,295.07,40.6,340.9
5365,1.59,165.8,1.0,3.0,1.0,265.03,56.3,396.6
5366,1.127,217.4,3.0,4.0,0.0,245.27,52.3,364.6
5367,1.2,171.8,3.0,3.0,1.0,206.24,46.5,351.9
5368,1.22,410.0,9.0,7.0,2.0,500.62,110.0,606.9
5369,1.21,217.2,4.0,5.0,0.0,264.27,61.8,384.2
5370,1.068,253.9,5.0,3.0,0.0,271.35,29.5,395.5
5371,1.235,295.8,4.0,7.0,4.0,365.5,122.0,532.2
5372,0.784,163.4,2.0,1.0,0.0,128.24,9.23,97.1
5373,1.23,171.4,4.0,6.0,0.0,211.22,74.5,428.9
5374,1.314,318.2,8.0,9.0,1.0,418.39,102.0,610.6
5375,1.39,157.7,4.0,3.0,3.0,219.26,91.6,440.4
5376,0.982,150.9,4.0,0.0,0.0,148.29,50.6,
5377,1.333,182.4,3.0,4.0,2.0,243.26,54.5,477.2
5378,1.264,289.6,4.0,2.0,2.0,366.38,31.6,541.2
5379,1.422,123.1,0.0,2.0,0.0,175.21,54.3,314.9
5380,1.23,474.4,10.0,9.0,2.0,586.71,144.0,709.4
5381,1.18,315.1,6.0,6.0,0.0,372.46,75.4,555.9
5382,1.086,177.7,3.0,2.0,1.0,193.22,29.1,347.3
5383,1.229,223.9,7.0,5.0,1.0,275.3,68.4,424.6
5384,1.38,170.4,3.0,6.0,2.0,236.27,76.0,617.8
5385,1.98,266.5,6.0,16.0,8.0,528.38,250.0,
